Molecule_name,Bioavailability,ACD_logS_Intrinsic,ACD_LogP,ACD_MW,ACD_PSA,ACD_FRB,ACD_Rule_Of_5,ACD_LogD_3,ACD_LogD_4,Num_H_Donors,Num_H_Acceptors,Num_H_total,Molecular_Volume,Molecular_SurfaceArea,RadOfGyration,ACD_LogD_2**2,ACD_LogD_3**2,ACD_MW**2,canonical_smiles
Erythromycin,35,-1.3,2.8299999,733.92999,193.91,12,3,1.27,2.0799999,5,14,19,529.59003,768.78003,5.3229561,0.1444,1.6128999,538653.25,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
Spiramycin,35,-0.58999997,3.21,843.04999,195.38,15,2,0.30000001,1.72,4,16,20,610.19,862.65997,6.457088,0.60839993,0.090000004,710733.31,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@@H]4CC[C@@H]([C@H](O4)C)N(C)C
Lidocaine,35,-2.1900001,2.3599999,234.34,32.34,5,0,0.75,1.5700001,1,2,3,176.98,264.76001,3.5242307,0.016899999,0.5625,54915.234,CCN(CC)CC(=O)Nc1c(cccc1C)C
Phenylephrine,35,0.16,-0.029899999,167.21001,52.490002,5,0,-2.6600001,-1.92,3,3,6,118.33,177.71001,3.0805237,9.3024998,7.0756006,27959.186,CNC[C@@H](c1cccc(c1)O)O
Methyldopa,35,-0.38999999,0.12,211.21001,103.78,6,1,-2.3699999,-2.3900001,4,5,9,139.25,219.69,3.1354747,5.6168995,5.6168995,44609.668,C[C@@](Cc1ccc(c(c1)O)O)(C(=O)O)N
(S)-Verapamil,35.099998,-4.5700002,3.9000001,454.60001,63.950001,13,0,1.52,2.3299999,0,6,6,339.56,497.70999,5.8291574,0.90249997,2.3104,206661.17,CC(C)[C@@](CCC[N@](C)CCc1ccc(c(c1)OC)OC)(C#N)c2ccc(c(c2)OC)OC
Losartan,35.799999,-5.3099999,3.5599999,422.91,92.510002,9,0,1.75,1.59,2,5,7,275.42001,405.88,4.7643261,5.3823996,3.0625,178852.88,CCCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)CO)Cl
Amoxapine,36,-3.9000001,2.3599999,313.78,36.860001,1,0,1,1.78,1,4,5,202.36,281.70999,3.7853348,0.00552049,1,98457.891,c1ccc2c(c1)N=C(c3cc(ccc3O2)Cl)N4CCNCC4
Rasagiline,36,-2.1600001,2.27,171.24001,12.03,2,0,1.24,1.92,1,1,2,123.13,171.7,3.1840258,0.096100003,1.5376,29323.139,C#CCN[C@@H]1CCc2c1cccc2
Benzquinamide,36,-2.3900001,2.4000001,404.5,68.309998,7,0,2.29,2.3900001,0,6,6,289.14001,413.38,4.9152532,3.2040999,5.2440996,163620.25,CCN(CC)C(=O)[C@@H]1C[N@@]2CCc3cc(c(cc3[C@H]2C[C@H]1OC(=O)C)OC)OC
Nefopam,36,-2.5599999,3.4400001,253.34,12.47,1,0,0.91000003,1.6900001,0,2,2,181.44,252.69,3.5769322,0.20249999,0.82810003,64181.152,C[N@@]1CCO[C@H](c2ccccc2C1)c3ccccc3
Clemastine,37,-4.6100001,5.6900001,343.89001,12.47,6,1,2.6800001,3.04,0,2,2,248.33,339.85001,4.0751262,6.7599993,7.1824002,118260.34,C[C@](c1ccccc1)(c2ccc(cc2)Cl)OCC[C@H]3CCC[N@]3C
Acebutolol,37,-2.45,1.95,336.42999,87.660004,11,0,-0.61000001,0.15000001,3,5,8,244.55,359.29001,5.5365462,1.1024998,0.37210003,113185.14,CCCC(=O)Nc1ccc(c(c1)C(=O)C)OC[C@@H](CNC(C)C)O
Budesonide,37,-4.4400001,3.1400001,430.53,93.059998,6,0,3.1400001,3.1400001,2,6,8,298.39999,407.95001,4.2552361,9.859601,9.859601,185356.08,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C
Darunavir,37,-5.6100001,3.9400001,547.65997,148.8,14,2,3.9400001,3.9400001,3,8,11,359.45999,514.78998,5.2371535,15.523601,15.523601,299931.44,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N
Metoprolol,38,-1.41,1.79,267.35999,50.720001,10,0,-0.81,-0.060899999,2,4,6,198.59,291.95001,4.9947367,1.5129,0.65609998,71481.359,CC(C)NC[C@H](COc1ccc(cc1)CCOC)O
Didanosine,38,-1.51,-1.33,236.23,88.739998,3,0,-1.33,-1.35,2,5,7,141.31,218.2,3.1508443,1.7689002,1.7689002,55804.609,c1[nH]c(=O)c2c(n1)n(cn2)[C@@H]3CC[C@@H](O3)CO
Medroxalol,38,-3.52,2.1800001,372.42001,114.04,10,1,-0.30000001,0.43000001,4,6,10,247.3,363.16,4.998157,0.64000005,0.090000004,138696.67,C[C@@H](CCc1ccc2c(c1)OCO2)NC[C@@H](c3ccc(c(c3)C(=O)N)O)O
Diltiazem,38,-8.2200003,9.8500004,386.64999,20.23,6,1,9.8500004,9.8500004,1,1,2,317.60999,407.12,4.9255648,97.022507,97.022507,149498.22,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
Ursodeoxycholic acid,38,-5.2199998,4.6599998,392.57001,77.760002,6,0,2.9100001,2.05,3,4,7,295.32001,393.10999,4.4619007,14.7456,8.4681005,154111.2,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
Sildenafil,38,-4.8600001,2.28,474.57999,117.51,7,1,2.1600001,2.26,1,7,8,318.29999,456.10999,5.3807921,2.7224998,4.6656003,225226.16,CCCc1c2c(c(=O)[nH]c(n2)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC4)C)n(n1)C
Pergolide,38,-4.0500002,4.4899998,314.48999,44.330002,4,0,1.6,2.1700001,1,2,3,231.52,305.54999,3.9805214,2.0163999,2.5600002,98903.953,CCC[N@@]1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4c3c2ccc4)CSC
Moricizine,38,-4.6900001,2.6700001,427.51999,96.410004,6,0,2.1400001,2.5599999,1,6,7,279.54001,399.29001,4.7996397,1.6640999,4.5796003,182773.34,CCOC(=O)Nc1ccc2c(c1)N(c3ccccc3S2)C(=O)CCN4CCOCC4
Sorafenib,39,-6.4699998,5.1599998,464.82001,92.349998,5,1,5.1599998,5.1599998,3,4,7,270.62,409.56,6.1822491,26.625599,26.625599,216057.64,CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl
Cisapride,40,-4.1799998,3.1199999,465.95001,86.050003,10,0,1.74,2.52,2,6,8,307.67001,449.23001,6.0847983,0.6724,3.0276,217109.41,COc1cc(c(cc1C(=O)N[C@H]2CC[N@](C[C@H]2OC)CCCOc3ccc(cc3)F)Cl)N
Perphenazine,40,-3.98,3.54,403.97,55.25,7,0,2.96,3.4100001,1,5,6,277.14001,377.35001,4.9248714,4.3263998,8.7616005,163191.77,c1ccc2c(c1)N(c3cc(ccc3S2)Cl)CCCN4CCN(CC4)CCO
Loratadine,40,-5.4699998,5.9400001,382.88,42.43,2,1,5.9299998,5.9400001,0,3,3,261.35999,363.37,4.4785104,34.810001,35.164898,146597.09,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2nccc4)Cl)CC1
Loperamide,40,-3.96,4.2600002,477.04001,43.779999,8,0,2.72,3.53,1,3,4,334.42001,470.23001,4.9358201,3.3489001,7.3984003,227567.17,CN(C)C(=O)C(CCN1CCC(CC1)(c2ccc(cc2)Cl)O)(c3ccccc3)c4ccccc4
Cloxacillin,40,-4.4200001,2.53,435.88,138.03999,4,0,-1.0700001,-1.2,2,6,8,272.67999,396.57001,4.6815195,0.27039999,1.1449001,189991.38,Cc1c(c(no1)c2ccccc2Cl)C(=O)N[C@H]3[C@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
Mitotane,40,-6.48,5.3899999,320.04001,0,3,1,5.3899999,5.3899999,0,0,0,202.36,274.26001,3.270057,29.052099,29.052099,102425.61,c1ccc(c(c1)[C@H](c2ccc(cc2)Cl)C(Cl)Cl)Cl
Benperidol,40,-4.8800001,4.0900002,381.44,52.650002,6,0,1.95,2.79,1,3,4,250.73,354.60999,5.0992622,1.5625,3.8025002,145496.47,c1ccc2c(c1)[nH]c(=O)n2C3CCN(CC3)CCCC(=O)c4ccc(cc4)F
Pimozide,40,-6.3600001,6.4899998,447.51999,35.580002,6,1,4.23,5.0599999,1,2,3,294.29001,405.88,5.3984199,12.8881,17.8929,200274.14,c1ccc2c(c1)[nH]c(=O)n2C3CCN(CC3)CCC(c4ccc(cc4)F)c5ccc(cc5)F
Terbinafine,40,-6.3499999,6.6100001,291.42999,3.24,5,1,6.0500002,6.4899998,0,1,1,220.89,323.12,5.3141632,26.9361,36.602501,84931.438,CC(C)(C)C#C/C=C/C[N@@](C)Cc1cccc2c1cccc2
Etretinate,40,-4.8899999,6.77,354.48001,35.529999,8,1,6.77,6.77,0,3,3,271.64999,398.32999,6.21696,45.832901,45.832901,125656.08,CCOC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/c1c(cc(c(c1C)C)OC)C
Enalaprilat,40,-2.5799999,2.4300001,376.45001,95.940002,10,0,-0.55000001,-1.11,2,6,8,264.45001,379.56,4.7523432,0.0625,0.30250001,141714.61,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
Celiprolol,40,-3.0799999,1.92,379.48999,90.900002,11,0,-0.63999999,0.13,3,5,8,277.48001,418.54001,5.7665992,1.1664001,0.40959999,144012.66,CCN(CC)C(=O)Nc1ccc(c(c1)C(=O)C)OC[C@H](CNC(C)(C)C)O
Nalmefene,40,-3.3299999,2.6500001,339.42999,52.93,4,0,1.3200001,2.0899999,2,4,6,236.66,299.04999,3.7998996,0.16000001,1.7424002,115212.72,C=C1CC[C@]2([C@H]3Cc4ccc(c5c4[C@]2([C@H]1O5)CC[N@]3CC6CC6)O)O
Isotretinoin,40,-4.5700002,6.8299999,300.44,37.299999,5,1,5,4.1399999,1,2,3,229.8,341.28,4.5204287,35.2836,25,90264.195,CC1=C(C(CCC1)(C)C)/C=C\C(=C/C=C/C(=C/C(=O)O)/C)\C
Levoprotiline,40,-3.53,3.45,293.39999,32.259998,5,0,0.62,1.25,2,2,4,211.28,282.67999,3.8882289,0.1444,0.38440001,86083.555,CNC[C@@H](CC12CCC(c3c1cccc3)c4c2cccc4)O
Procaterol,40,-2.01,1.37,290.35999,81.589996,7,0,-1.3,-0.58999997,4,4,8,202.02,294.59,3.8231459,2.7556,1.6899998,84308.922,CC[C@@H]([C@@H](c1ccc(c2c1ccc(=O)[nH]2)O)O)NC(C)C
Orciprenaline,40,-0.12,0.13,211.25999,72.720001,7,0,-2.49,-1.75,4,4,8,147.48,223.39999,3.2962778,8.3521004,6.2000999,44630.785,CC(C)NC[C@@H](c1cc(cc(c1)O)O)O
Thioridazine,40,-5.9000001,5.4099998,370.57001,57.080002,4,1,2.5799999,3.2,0,4,4,262.73001,350.57999,4.2164445,5.5224996,6.6563997,137322.13,C[N@]1CCCC[C@H]1CCN2c3ccccc3Sc4c2cc(cc4)SC
Chlorprothixene,41,-5.0999999,6.0500002,315.85999,28.540001,3,1,3.6099999,4.4099998,0,2,2,215.74001,301.23999,4.0646734,9.4863997,13.032099,99767.531,CN(C)CC/C=C/1\c2ccccc2Sc3c1cc(cc3)Cl
Chlorpheniramine,41,-3.1600001,2.51,275.78,19.370001,5,0,-0.12,0.62,0,3,3,192.75999,280.79001,3.7237389,0.26009998,0.0144,76054.609,CN(C)CCN(c1ccc(cc1)Cl)c2ccccn2
Levodopa,41,-0.13,-0.22,197.19,103.78,6,1,-2.73,-2.73,4,5,9,123.13,199.03,2.9258497,7.3984003,7.4528999,38883.898,c1cc(c(cc1C[C@H](C(=O)O)N)O)O
Teniposide,41,-5.52,2.25,670.67999,189.07001,9,2,2.25,2.25,3,13,16,421.54001,582.57001,5.3484311,5.0625,5.0625,449811.66,C[C@]1(OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@@H]3c4cc5c(cc4[C@@H]([C@H]6[C@H]3COC6=O)c7cc(c(c(c7)OC)O)OC)OCO5)O)O)c8cccs8
Imipramine,42,-4.6100001,4.8000002,280.41,6.48,4,0,2.0899999,2.79,0,2,2,208.53999,289.89999,3.8989594,3.0976,4.3680997,78629.773,CN(C)CCCN1c2ccccc2CCc3c1cccc3
Candesartan,42,-6.3299999,5.02,440.45001,118.81,7,1,1.27,0.97000003,2,7,9,278.17001,412.35999,4.6962376,3.0625,1.6128999,193996.22,CCOc1nc2cccc(c2n1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5)C(=O)O
Hydromorphone,42,-2.4000001,1.0599999,285.34,49.77,1,0,-0.81,0.0116,1,4,5,195.5,252.41,3.1822271,2.6243999,0.65609998,81418.914,C[N@]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)O
Conivaptan,42,-6.0999999,4.4000001,498.57001,78.089996,4,0,3.5899999,4.1700001,2,3,5,325.84,466.95999,5.8103952,7.3441,12.8881,248572.05,Cc1[nH]c-2c(n1)CCN(c3c2cccc3)C(=O)c4ccc(cc4)NC(=O)c5ccccc5c6ccccc6
Entacapone,42,-2.4100001,2.3800001,305.29001,130.38,7,0,1.2,0.36000001,2,6,8,190.7,320.20999,4.0424671,4,1.4400001,93201.992,CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)O)[N+](=O)[O-])/C#N
Famotidine,42,-3.29,-0.40000001,337.45001,237.75,7,1,-1.74,-1.02,4,9,13,197.91,327.64001,4.9035921,5.1075997,3.0276,113872.51,c1c(nc(s1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N
Efavirenz,42.5,-5.7800002,4.8400002,315.67001,38.330002,1,0,4.8400002,4.8400002,1,2,3,179.73,253.16,3.5554581,23.425602,23.425602,99647.555,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F
Ranolazine,42.5,-2.6400001,3.47,427.54001,74.269997,10,0,3.3900001,3.46,2,6,8,302.51999,436.94,5.7518582,8.7616005,11.492101,182790.45,Cc1cccc(c1NC(=O)CN2CCN(CC2)C[C@H](COc3ccccc3OC)O)C
Tiapamil,42.5,-6,2.1400001,555.70001,125.2,12,1,-0.17,0.64999998,0,9,9,374.20999,533.89001,5.4668698,0.60839993,0.028900001,308802.5,C[N@@](CCCC1(S(=O)(=O)CCCS1(=O)=O)c2ccc(c(c2)OC)OC)CCc3ccc(c(c3)OC)OC
Cladribine,43,-2.6300001,1.42,297.73999,82.529999,5,0,1.42,1.42,2,5,7,190.02,280.13,3.6812179,1.9880999,2.0163999,88649.102,CO[C@H]1C[C@@H](O[C@@H]1CO)n2cnc3c2cc(cc3N)Cl
Vorinostat,43,-2.26,0.86000001,264.32001,78.43,9,0,0.86000001,0.86000001,3,3,6,182.81,268.92999,5.2695718,0.7396,0.7396,69865.063,c1ccc(cc1)NC(=O)CCCCCCC(=O)NO
Telmisartan,43,-6.8899999,6.6599998,516.63,70.720001,7,2,4.1399999,4.1599998,1,5,6,353.63,498.87,5.6180186,16.240902,17.139599,266906.56,CCCc1nc2=C(C[C@H](C=c2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C)C
Sertraline,44,-4.6300001,4.8099999,306.23001,12.03,2,0,2.0799999,2.77,1,1,2,206.48,280.79001,3.524147,3.1329,4.3263998,93776.82,CN[C@H]1CC[C@H](c2c1cccc2)c3ccc(c(c3)Cl)Cl
Triazolam,44,-4.7199998,3.4400001,343.20999,39.990002,1,0,1.4400001,1.4400001,1,4,5,213,298.14999,3.8168252,2.0736001,2.0736001,117793.1,CC1=NNC2=CN=C(c3cc(ccc3N12)Cl)c4ccccc4Cl
Oxprenolol,44,-1.8099999,2.29,265.35001,50.720001,10,0,-0.31,0.44,2,4,6,193.45,283.67999,3.589587,0.53290004,0.096100003,70410.625,CC(C)NC[C@H](COc1ccccc1OCC=C)O
Ramiprilat,44,-2.99,2.53,388.45999,106.94,8,0,-1.05,-1.36,3,6,9,265.48001,374.67999,4.121913,0.86489999,1.1024998,150901.17,C[C@@H](C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(=O)O)N[C@H](CCc3ccccc3)C(=O)O
Salbutamol,44,-0.55000001,0.0146,239.31,72.720001,8,0,-2.6099999,-1.87,4,4,8,173.89999,264.32001,3.9727428,9.0600996,6.8120995,57269.273,CC(C)(C)NC[C@@H](c1ccc(c(c1)CO)O)O
Trimetrexate,45,-4.4400001,-0.095399998,370.41,130.42999,6,1,-0.56,-0.19,3,9,12,244.21001,381.64999,5.0709548,1.8769,0.3136,137203.58,Cc1c(cnc2c1c(nc(n2)N)N)CNc3cc(c(c(c3)OC)OC)OC
Zolmitriptan,45,-3.4000001,1.64,287.35999,57.360001,5,0,-1.03,-0.31,2,3,5,197.56,288.13,4.3683481,1.9320999,1.0609,82575.758,CN(C)CCc1c[nH]c2c1cc(cc2)C[C@H]3COC(=O)N3
Troglitazone,45,-5.6999998,4.9400001,441.54001,110.16,6,0,4.5599999,3.9000001,2,6,8,299.42999,424.89001,5.682116,23.814402,20.7936,194957.58,Cc1c(c2c(c(c1O)C)C[C@](CO2)(C)COc3ccc(cc3)C[C@@H]4C(=O)NC(=O)S4)C
Amiodarone,46,-7.6300001,8.8900003,645.31,42.68,11,2,6.2199998,6.9400001,0,3,3,354.66,488.92999,5.7543807,34.339603,38.688396,416425,CCCCc1c(c2ccccc2o1)C(=O)c3cc(c(c(c3)I)OCCN(CC)CC)I
Bufuralol,46,-3.4100001,5.27,259.39001,32.259998,6,1,2.51,3.1800001,2,2,4,199.28,284.70999,4.286407,4.9284,6.3000998,67283.18,CCc1cccc2c1CC(=C2)[C@H](CNC(C)(C)C)O
Methadyl Acetate,47,-4.5599999,5.4499998,353.5,29.540001,9,1,2.76,3.48,0,3,3,266.51001,380.51999,3.8037908,5.8564005,7.6176,124962.25,CC[C@H](C(C[C@@H](C)N(C)C)(c1ccccc1)c2ccccc2)OC(=O)C
Rizatriptan,47,-2.25,0.95999998,269.34,49.740002,5,0,-1.73,-1.01,1,3,4,185.89999,280.69,4.1311531,4.3263998,2.9929001,72544.031,CN(C)CCc1c[nH]c2c1cc(cc2)Cn3cncn3
Cefixime,47,-3.3900001,-1.24,465.45999,245.89,8,2,-5.9899998,-6.0300002,4,11,15,269.59,424.60999,4.7162843,35.640896,35.880096,216653,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N/C(=O)CC(=O)O)/c3cnc(s3)N)SC1)C(=O)O
Griseofulvin,47.5,-4.29,3.53,352.76999,71.059998,3,0,3.53,3.53,0,6,6,226.37,329.20001,3.8924336,12.460899,12.460899,124446.66,C[C@@H]1CC(=O)C=C([C@@]12C(=O)c3c(cc(c(c3O2)Cl)OC)OC)OC
Tulobuterol,48,-1.99,2.53,227.73,32.259998,5,0,0.0616,0.85000002,2,2,4,163.95,242.78999,3.3198524,0.20249999,0.00379456,51860.949,CC(C)(C)NC[C@@H](c1ccccc1Cl)O
Amitriptyline,48,-4.04,4.9200001,277.39999,3.24,3,0,2.3800001,3.1500001,0,1,1,208.88,288.10001,3.6840682,3.6863999,5.6644006,76950.758,CN(C)CCC=C1c2ccccc2CCc3c1cccc3
Amisulpride,48,-2.6600001,1.6,369.48001,110.11,8,0,-0.99000001,-0.23,2,6,8,252.10001,366.48999,4.6429586,2.0163999,0.98010004,136515.48,CC[N@]1CCC[C@H]1CNC(=O)c2cc(c(cc2OC)N)S(=O)(=O)CC
Penclomedine,49,-3.99,4.2399998,325.39999,31.35,2,0,4.2399998,4.2399998,0,3,3,197.22,281.07999,3.1653965,17.977598,17.977598,105885.16,COc1c(c(nc(c1Cl)OC)C(Cl)(Cl)Cl)Cl
Zuclopenthixol,49,-3.97,5.1399999,400.95999,52.009998,6,1,4.71,5.0599999,1,4,5,275.07999,375.54999,4.941041,15.132101,22.184101,160768.92,c1ccc2c(c1)/C(=C/CCN3CCN(CC3)CCO)/c4cc(ccc4S2)Cl
Nordazepam,50,-3.79,3.1500001,270.70999,41.459999,1,0,3.1500001,3.1500001,1,2,3,164.98,246.45,3.4187953,9.9225006,9.9225006,73283.898,c1ccc(cc1)C2=NCC(=O)Nc3c2cc(cc3)Cl
Amiloride,50,-4.77,2.8900001,229.63,159.28999,2,1,2.8900001,2.8900001,4,8,12,134.11,235.47,3.4493401,8.3521004,8.3521004,52729.938,c1(c(nc(c(n1)Cl)N)N)C(=O)N=C(N)N
Clofarabine,50,-1.21,0.23999999,303.67999,119.31,4,0,0.23999999,0.23999999,3,7,10,174.24001,269.82999,3.5725162,0.057599999,0.057599999,92221.539,c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N
Fenflumizole,50,-6.54,6.3299999,392.39999,47.139999,5,1,6.3299999,6.3299999,1,3,4,247.3,363.89999,4.8864264,39.942402,40.068897,153977.75,COc1ccc(cc1)c2c(nc([nH]2)c3ccc(cc3F)F)c4ccc(cc4)OC
Nebivolol,50,-5.04,3.6700001,405.42999,70.949997,8,0,1.51,2.3399999,3,5,8,262.73001,363.84,5.4298944,0.6724,2.2800999,164373.48,c1cc2c(cc1F)CC[C@@H](O2)[C@@H](CNC[C@H]([C@@H]3CCc4cc(ccc4O3)F)O)O
Ketanserin,50,-4.5599999,3.21,395.42999,69.720001,5,0,2.0599999,2.78,1,4,5,254.5,364.25,5.4278617,1.2768999,4.2435999,156364.88,c1ccc2c(c1)c(=O)n(c(=O)[nH]2)CCN3CCC(CC3)C(=O)c4ccc(cc4)F
Ezetimibe,50,-5.1399999,3.5,409.42999,60.77,8,0,3.5,3.49,2,3,5,260.32999,368.25,4.9303975,12.25,12.25,167632.92,c1cc(ccc1[C@@H]2[C@H](C(=O)N2c3ccc(cc3)F)CC[C@@H](c4ccc(cc4)F)O)O
Paroxetine,50,-4.5700002,3.8900001,329.37,39.720001,4,0,0.87,1.1900001,1,4,5,214.03,295.35999,4.2493763,0.64000005,0.75690001,108484.59,c1cc(ccc1[C@@H]2CCNC[C@H]2COc3ccc4c(c3)OCO4)F
Tranylcypromine,50,-1.46,1.25,133.19,26.02,2,0,-0.95999998,-0.13,1,1,2,96.379997,133.77,2.6891861,2.6243999,0.92159998,17739.576,c1ccc(cc1)[C@H]2C[C@H]2N
Atropine,50,-2.0799999,1.53,289.37,49.77,6,0,-1.42,-0.94,1,4,5,205.45,280.94,3.9252648,2.4024999,2.0163999,83734.992,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@@H](CO)c3ccccc3
Colchicine,50,-3.27,0.92000002,399.44,83.089996,5,0,0.92000002,0.92000002,1,6,7,277.14001,399.35999,4.1110125,0.84640002,0.84640002,159552.31,CC(=O)N[C@H]1CCc2cc(c(c(c2-c3c1cc(=O)c(cc3)OC)OC)OC)OC
Reserpine,50,-4.79,2.6099999,608.67999,114.35,10,2,2.45,2.5799999,0,11,11,412.28,580.13,5.9243269,3.5344,6.0025001,370491.34,COc1cccc2c1N=C3[C@H]2CC[N@@]4[C@H]3C[C@@H]5[C@@H](C4)C[C@@H]([C@H]([C@@H]5C(=O)OC)OC)OC(=O)c6cc(c(c(c6)OC)OC)OC
Emedastine,50,-3.78,3.02,302.41,33.529999,5,0,-0.61000001,0.76999998,0,4,4,223.97,315.26999,4.0941033,1.1024998,0.37210003,91451.813,CCOCCn1c2ccccc2nc1N3CCC[N@@](CC3)C
Fructose,50,0.090000004,-0.33000001,180.16,110.38,6,1,-0.33000001,-0.33000001,5,6,11,113.53,175.59,2.4927809,0.10890001,0.10890001,32457.627,C1[C@H]([C@@H]([C@@H]([C@@](O1)(CO)O)O)O)O
Roxithromycin,50,-3.6700001,3.73,837.04999,216.89,18,3,2.1700001,2.98,5,17,22,608.47998,879.91998,5.6838708,1.6384,4.7089005,700652.69,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
Codeine,50,-2.27,1.2,299.35999,41.93,2,0,-0.56999999,0.27000001,1,4,5,204.42,271.35999,3.4982321,1.9880999,0.3249,89616.398,C[N@]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)OC
Tasosartan,50,-5.52,3.4300001,411.45999,100.55,4,0,1.6,1.45,1,6,7,269.94,393.57001,4.8413634,4.4520993,2.5600002,169299.33,Cc1c2c(nc(n1)C)N(C(=O)CC2)Cc3ccc(cc3)c4ccccc4c5n[nH]nn5
Dipyridamole,50,-2.75,-1.22,504.63,145.44,16,2,-3.0899999,-2.3199999,4,12,16,348.82999,510.51001,4.776175,12.959999,9.5480995,254651.44,C1CCN(CC1)c2c3c(c(nc(n3)N(CCO)CCO)N4CCCCC4)nc(n2)N(CCO)CCO
Reproterol,50,-0.67000002,-0.56999999,389.41,131.16,10,1,-2.9300001,-2.1300001,4,7,11,250.03999,385.73001,5.9020452,12.3201,8.5849009,151640.16,Cn1c2c(c(=O)n(c1=O)C)n(cn2)CCCNC[C@@H](c3cc(cc(c3)O)O)O
Alafosfalin,50,0.52999997,-2.8900001,196.14,122.46,4,1,-5.5300002,-6,4,5,9,123.13,198.39999,2.9258149,29.268099,30.580902,38470.898,C[C@H](C(=O)N[C@H](C)P(=O)(O)O)N
Eletriptan,50,-4.29,3.0799999,382.51999,61.549999,6,0,0.036800001,0.28999999,1,3,4,260.67001,357.76999,4.9342709,0.000121,0.0013542401,146321.55,C[N@@]1CCC[C@@H]1Cc2c[nH]c3c2cc(cc3)CCS(=O)(=O)c4ccccc4
Hydroflumethiazide,50,-2.3900001,0.36000001,331.29001,135.12,1,0,0.36000001,0.33000001,3,5,8,172.17999,254.7,3.373256,0.1296,0.1296,109753.07,c1c(c(cc2c1NCNS2(=O)=O)S(=O)(=O)N)C(F)(F)F
Bosentan,50,-4.1100001,1.15,551.60999,154.03,10,2,0.50999999,-0.2,2,10,12,348.82999,530.06,5.6208353,1.0403999,0.26009998,304273.56,CC(C)(C)c1ccc(cc1)S(=O)(=O)Nc2c(c(nc(n2)c3ncccn3)OCCO)Oc4ccccc4OC
Nelfinavir,50,-5.6399999,6.98,567.78003,127.2,12,2,6.27,6.79,4,6,10,399.92999,565.96002,5.3763056,28.729601,39.312901,322374.16,Cc1c(cccc1O)C(=O)N[C@@H](CSc2ccccc2)[C@@H](C[N@@]3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O
